Rank,Rikishi,Heya,Shusshin,Birth Date,Height/Weight,Result
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,Furiwake,Saitama,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
O1w,NA,Urakaze,Kumamoto,October 1801,NA,NA
M9e,NA,-,Kyushu,,NA,NA
J8w,NA,-,-,,NA,NA
J9w,NA,-,-,,NA,NA
J10w,NA,-,-,,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
J2w,NA,-,-,NA,NA,NA
J8e,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
J10e,NA,-,-,NA,NA,NA
J10w,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,Takasago,Kagoshima,"January 3, 1855",NA,NA
J7w,NA,-,-,NA,NA,NA
NA,NA,Tamagaki,Kochi,"July 8, 1854",NA,NA
NA,NA,-,-,,NA,NA
NA,NA,-,-,,NA,NA
NA,NA,-,-,,NA,NA
M9e,NA,Isenoumi,Tochigi,NA,NA,NA
J8e,NA,-,-,NA,NA,NA
J10w,NA,-,-,NA,NA,NA
NA,NA,Ikazuchi,Ehime,"March 3, 1855",NA,NA
NA,NA,-,-,,NA,NA
NA,NA,-,-,,NA,NA
NA,NA,-,-,,NA,NA
J6e,NA,-,-,NA,NA,NA
J7w,NA,-,-,NA,NA,NA
J9e,NA,-,-,NA,NA,NA
J10w,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,Takasago,Ehime,"November 28, 1864",NA,NA
NA,NA,-,-,,NA,NA
NA,NA,-,-,,NA,NA
NA,NA,-,-,,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,,NA,NA
NA,NA,-,-,,NA,NA
NA,NA,Hakkaku,Kyoto,1872,NA,NA
NA,NA,Tomozuna,Kochi,"March 28, 1876",NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
J8w,NA,NA,NA,NA,NA,NA
J10w,NA,NA,NA,NA,NA,NA
M7e,NA,NA,NA,NA,NA,NA
J6e,NA,NA,NA,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,-,-,NA,NA,NA
NA,NA,Tomozuna,Osaka,"April 16, 1872",NA,NA
NA,NA,-,-,,NA,NA
NA,NA,-,-,,NA,NA
NA,NA,-,-,,NA,NA
NA,NA,Izutsu,Kagoshima,"February 6, 1880",NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
O1e,NA,NA,NA,NA,NA,NA
NA,NA,Dewanoumi,Nagasaki,"March 15, 1874",NA,NA
M1w,NA,Takasago,Ishikawa,"November 5, 1861",NA,NA
J9e,NA,-,-,,NA,NA
J5e,NA,Isenoumi,Ibaraki,"June 12, 1859",NA,NA
J9w,NA,-,-,,NA,NA
J10w,NA,-,-,,NA,NA
NA,NA,Dewanoumi,Yamagata,"May 15, 1889",NA,NA
NA,NA,-,-,,NA,NA
NA,NA,Dewanoumi,Tochigi,"June 15, 1890",NA,NA
NA,NA,-,-,,NA,NA
NA,NA,-,-,,NA,NA
NA,NA,-,-,,NA,NA
NA,NA,-,-,,NA,NA
NA,NA,-,-,,NA,NA
NA,NA,Hakkaku,Kumamoto,"February 17, 1890",NA,NA
NA,NA,Isenoumi,Niigata,"April 10, 1888",NA,NA
NA,NA,Tomozuna,Kochi,"December 27, 1888",NA,NA
M15w,NA,NA,NA,NA,NA,NA
J1e,Shiunryu,Onomatsu,Chiba,07.01.1882,172 cm 86 kg,4-3-1d
J1w,Inasegawa,Irumagawa,Ibaraki,17.08.1864,169 cm 98 kg,0-0
J2e,Kanzaki,Takasago,Hyogo,13.09.1882,166 cm 75 kg,3-5
J2w,Omifuji,Dewanoumi,Shiga,02.02.1881,173 cm 90 kg,5-3
J3e,Arimura,Irumagawa,Ibaraki,25.01.1871,165 cm 109 kg,2-2-1d-1a
J3w,Tachiyu#,-,-,,,2-2-1d
J4e,Otokojima,Dewanoumi,Akita,18.02.1878,176 cm 98 kg,2-2-1d
J4w,Nishikido,Nishikido,Aichi,14.03.1872,164 cm 96 kg,2-3-1d
J5e,Makinoshima,Hatachiyama,Chiba,25.07.1889,167 cm 109 kg,2-2-1d
J5w,Noshirogata,Nishikijima,Akita,15.04.1891,175 cm 113 kg,5-1-1d Y
J6e,Hiranoishi,Minezaki,Fukushima,20.12.1880,167 cm 94 kg,3-0-2d-1a
J6w,Tosanoura,Hatachiyama,Aomori,27.12.1885,170 cm 120 kg,2-2-1d
J7e,Koganeiwa#,-,-,,,2-2-1d
J7w,Shoshagatake,-,-,,,2-2-2a
J8e,Shiraume,Minezaki,Gunma,25.10.1884,164 cm 86 kg,3-1-1a
J8w,Okinoshima,-,-,,,1-1-1d
J9e,Asahidake,-,-,,,0-3-2a
J9w,Otozaki,Oguruma,Akita,01.07.1866,167 cm 86 kg,2-2-1d
J10e,Kumegawa,Tomozuna,Aomori,02.01.1876,166 cm 75 kg,1-4
J10w,Saganoumi,Dewanoumi,Fukuoka,04.02.1881,170 cm 90 kg,3-1-1d
J10wOB,Masuiyama,-,-,,,1-4
J1wOB,Tateshio,Takasago,Aomori,02.04.1888,170 cm 86 kg,4-0-1d
J1e,Kanenohana,Minezaki,Miyagi,05.02.1889,176 cm 98 kg,5-0-1d Y
J1w,Omidori,Takasago,Fukui,03.01.1880,179 cm 94 kg,3-4-1d
J2e,Shiunryu,Onomatsu,Chiba,07.01.1882,172 cm 86 kg,5-3
J2w,Umekawa,Dewanoumi,Yamagata,27.04.1888,176 cm 94 kg,4-2-1a
J3e,Shikishima,Tomozuna,Toyama,09.11.1887,170 cm 96 kg,1-5
J3w,Shiraume,Minezaki,Gunma,25.10.1884,164 cm 86 kg,5-2-1d
J4e,Onogasaki,Kumagatani,Aomori,01.01.1884,170 cm 86 kg,3-2
J4w,Yamadagawa,Inagawa,Toyama,02.03.1886,168 cm 92 kg,2-4
J5e,Kanzaki,Takasago,Hyogo,13.09.1882,166 cm 75 kg,2-2-1a
J5w,Karumogawa,Tomozuna,Hyogo,1886,170 cm 86 kg,2-2-1a
J6e,Fujiwatari#,-,-,,,1-4
J6w,Boshuyama,-,-,,,3-1-1d
J7e,Notogatake,-,-,,,1-4
J7w,Kaizan,Tomozuna,Kochi,27.12.1888,182 cm 113 kg,1-0
J8e,Tachinooto#,-,-,,,0-3-2a
J8w,Kashozan,Tomozuna,Kochi,09.10.1889,167 cm 79 kg,2-2-1d
J9e,Katsudatake#,-,-,,,3-2
J9w,Oyodo,Oguruma,Tokyo,,,2-3
J10e,Futatsubiki#,-,-,,,3-2
J10w,Tamanogawa,Sadogatake,Tokyo,02.04.1885,164 cm 79 kg,4-0-2d
J11e,Iwakiyama,Kiyomigata,Tochigi,13.08.1890,171 cm 87 kg,2-2-1a
J11w,Nihonkai,Dewanoumi,Akita,25.03.1882,178 cm 83 kg,3-2
J12e,Ogurayama,-,-,,,2-3-1d
J12w,Osaki,Oguruma,Miyagi,1874,164 cm 75 kg,3-2
J13e,Janome,-,-,,,3-1-1d
J13w,Uranohama,Urakaze,Niigata,20.02.1889,171 cm 101 kg,2-1-1a
J14e,Otokojima,Dewanoumi,Akita,18.02.1878,176 cm 98 kg,2-3
J14w,Tamagasaki#,-,-,,,2-3
J15e,Makinoshima,Hatachiyama,Chiba,25.07.1889,167 cm 109 kg,3-1-1d
J15w,Edozakura,-,-,,,2-3-1a
J1eHD,Unryu,Oitekaze,Aomori,03.1880,165 cm 98 kg,3-1-1d
J1e,Kachidoki,Oguruma,Akita,07.01.1882,173 cm 113 kg,0-2
J1w,Onaruto,Hakkaku,Shiga,05.10.1887,178 cm 103 kg,6-1
J2e,Ariake,Isenoumi,Nagasaki,23.03.1875,165 cm 123 kg,1-4
J2w,Karumogawa,Tomozuna,Hyogo,1886,170 cm 86 kg,3-3
J3e,Tosanoura,Hatachiyama,Aomori,27.12.1885,170 cm 120 kg,2-3
J3w,Shingari,-,-,,,3-2-2d
J4e,Yamadagawa,Inagawa,Toyama,02.03.1886,168 cm 92 kg,7-0-1a Y
J4w,Shiraume,Minezaki,Gunma,25.10.1884,164 cm 86 kg,2-3
J5e,Utsunomiya,Dewanoumi,Tochigi,15.06.1890,182 cm 98 kg,6-1
J5w,Wakafuji,Wakafuji,Ibaraki,05.03.1881,171 cm 80 kg,1-4
J6e,Kanzaki,Takasago,Hyogo,13.09.1882,166 cm 75 kg,4-2
J6w,Nihonkai,Dewanoumi,Akita,25.03.1882,178 cm 83 kg,2-1
J7e,Osaki,Oguruma,Miyagi,1874,164 cm 75 kg,2-3
J7w,Iwakiyama,Kiyomigata,Tochigi,13.08.1890,171 cm 87 kg,3-2-1d
J8e,Futatsubiki#,-,-,,,4-1
J8w,Ayagawa,Irumagawa,Aomori,25.11.1883,175 cm 101 kg,3-2
J9e,Umekawa,Dewanoumi,Yamagata,27.04.1888,176 cm 94 kg,1-4
J9w,Ogurayama,-,-,,,2-2-1d
J10e,Shakagatake,Dewanoumi,Yamagata,15.05.1889,174 cm 90 kg,2-1-1d-1a
J10w,Matsuigawa,-,-,,,2-2-1a
J11e,Ryogoku,Dewanoumi,Akita,18.03.1892,173 cm 90 kg,2-2-1a
J11w,Katsudatake#,-,-,,,0-0
J12e,Asashiyama,-,-,,,2-2-1a
J12w,Kaizan,Tomozuna,Kochi,27.12.1888,182 cm 113 kg,1-3-1a
J13e,Oyodo,Oguruma,Tokyo,,,1-4
J13w,Asamidori,Dewanoumi,Yamagata,04.02.1889,173 cm 86 kg,3-1-1d
J14e,Otokojima,Dewanoumi,Akita,18.02.1878,176 cm 98 kg,2-3
J14w,Tamanogawa,Sadogatake,Tokyo,02.04.1885,164 cm 79 kg,4-1
J15e,Boshuyama,-,-,,,2-1-2d
J15w,Narutonada,Nakagawa,Tokushima,02.11.1886,171 cm 100 kg,3-2
J1e,Jintachi,Oguruma,Niigata,08.05.1882,165 cm 79 kg,5-3-1d
J1w,Kantamago,Tomozuna,Toyama,27.02.1888,166 cm 90 kg,4-1
J2e,Ryogoku,Dewanoumi,Akita,18.03.1892,173 cm 90 kg,7-0-1d Y
J2w,Yamadagawa,Inagawa,Toyama,02.03.1886,168 cm 92 kg,3-5
J3e,Shakagatake,Dewanoumi,Yamagata,15.05.1889,174 cm 90 kg,6-1
J3w,Naminooto,Takasago,Aomori,14.03.1882,166 cm 79 kg,0-0
J4e,Asashiyama,-,-,,,3-4
J4w,Kyushuzan,Irumagawa,Fukuoka,12.05.1889,174 cm 124 kg,2-5
J5e,Masagoiwa,Oguruma,Miyagi,15.05.1891,170 cm 88 kg,5-2-1a
J5w,Iwakiyama,Kiyomigata,Tochigi,13.08.1890,171 cm 87 kg,2-3
J6e,Matsuigawa,-,-,,,4-2
J6w,Umekawa,Dewanoumi,Yamagata,27.04.1888,176 cm 94 kg,3-2
J7e,Futatsubiki#,-,-,,,3-3
J7w,Narutonada,Nakagawa,Tokushima,02.11.1886,171 cm 100 kg,4-2
J8e,Onuma#,Oguruma,Tokyo,,,0-5-1a
J8w,Miyagiyama,Izutsu,Miyagi,13.10.1889,174 cm 98 kg,2-3
J9e,Kanzaki,Takasago,Hyogo,13.09.1882,166 cm 75 kg,4-2
J9w,Asamidori,Dewanoumi,Yamagata,04.02.1889,173 cm 86 kg,1-5
J10e,Boshuyama,-,-,,,0-4-1a
J10w,Tochigiyama,Dewanoumi,Tochigi,05.02.1892,172 cm 104 kg,4-1
J11e,Kunimizaki,-,-,,,3-3
J11w,Dewanosato#,-,-,,,1-3
J12e,Ayatsuru#,-,-,,,2-3
J12w,Makinoshima,Hatachiyama,Chiba,25.07.1889,167 cm 109 kg,3-2-1a
J13e,Kamonosato#,Izutsu,Kagoshima,25.10.1894,173 cm 86 kg,3-2
J13w,Taninoumi#,-,-,,,2-3
J14e,Shingari,-,-,,,2-2-1d
J14w,Shikishima,Tomozuna,Toyama,09.11.1887,170 cm 96 kg,1-1-1a
J15e,Onishiki,Dewanoumi,Osaka,25.11.1891,175 cm 139 kg,3-0-2a
J15w,Otoiwa,Dewanoumi,Fukuoka,13.04.1890,175 cm 101 kg,3-2
J1e,Unryu,Oitekaze,Aomori,03.1880,165 cm 98 kg,2-3-1d
J1w,Tateshio,Takasago,Aomori,02.04.1888,170 cm 86 kg,2-4
J2e,Fujinokawa,Isenoumi,Niigata,10.04.1888,174 cm 94 kg,3-5-1d
J2w,Iwakiyama,Kiyomigata,Tochigi,13.08.1890,171 cm 87 kg,5-1 Y
J3e,Mifunegata,Katsunoura,Chiba,01.11.1884,164 cm 83 kg,3-4
J3w,Kyushuzan,Irumagawa,Fukuoka,12.05.1889,174 cm 124 kg,4-1-1a
J4e,Otoiwa,Dewanoumi,Fukuoka,13.04.1890,175 cm 101 kg,2-3
J4w,Tamanogawa,Sadogatake,Tokyo,02.04.1885,164 cm 79 kg,4-1-1a
J5e,Asamidori,Dewanoumi,Yamagata,04.02.1889,173 cm 86 kg,4-1
J5w,Tamayanagi,-,-,,,3-3
J6e,Sakahoko,Izutsu,Kagoshima,25.10.1894,173 cm 86 kg,4-1
J6w,Shikishima,Tomozuna,Toyama,09.11.1887,170 cm 96 kg,3-3
J7e,Genjiyama,Izutsu,Kagoshima,02.11.1890,183 cm 116 kg,4-2
J7w,Wakabayashi,-,-,,,4-2
J8e,Miyagiyama,Izutsu,Miyagi,13.10.1889,174 cm 98 kg,4-1
J8w,Momijigawa,Tomozuna,Saitama,05.03.1895,171 cm 71 kg,3-3
J9e,Ebisunada,Dewanoumi,Toyama,,,3-3
J9w,Yamadagawa,Inagawa,Toyama,02.03.1886,168 cm 92 kg,0-0
J10e,Asashiyama,-,-,,,2-3
J10w,Matsuigawa,-,-,,,0-5
J11e,Nihonkai,Dewanoumi,Akita,25.03.1882,178 cm 83 kg,2-3
J11w,Umenohana,Ikazuchi,Fukui,10.06.1887,164 cm 105 kg,0-2-1a
J12e,Kunigaiwa,Irumagawa,Tokushima,04.01.1875,165 cm 88 kg,2-2-1a
J12w,Akiraka,Hakkaku,Kumamoto,17.02.1890,170 cm 97 kg,3-2
J13e,Arakado,-,-,,,2-2-1a
J13w,Yashuzan,-,-,,,2-3
J14e,Komaizumi,Izutsu,Miyagi,11.04.1893,180 cm 96 kg,4-1
J14w,Nakanokawa,-,-,,,2-4
J15e,Kunimizaki,-,-,,,1-2-2d
J15w,Akashiryu,Hakkaku,Hyogo,14.02.1881,167 cm 83 kg,0-0
J15wOB,Wakanotake,-,-,,,1-3-1a
J1e,Umekawa,Dewanoumi,Yamagata,27.04.1888,176 cm 94 kg,5-2
J1w,Sakuragawa,Tatsutayama,Aomori,17.05.1886,167 cm 105 kg,3-5-1d
J2e,Konishiki,Hatachiyama,Yamagata,18.07.1887,166 cm 101 kg,0-7
J2w,Shikishima,Tomozuna,Toyama,09.11.1887,170 cm 96 kg,3-1-1a
J3e,Otokojima,Dewanoumi,Akita,18.02.1878,176 cm 98 kg,2-4
J3w,Momijigawa,Tomozuna,Saitama,05.03.1895,171 cm 71 kg,7-3 Y
J4e,Karumogawa,Tomozuna,Hyogo,1886,170 cm 86 kg,1-5
J4w,Tamanogawa,Sadogatake,Tokyo,02.04.1885,164 cm 79 kg,6-3
J5e,Akiraka,Hakkaku,Kumamoto,17.02.1890,170 cm 97 kg,5-1
J5w,Tsunenohana,Dewanoumi,Okayama,23.11.1896,178 cm 112 kg,2-3
J6e,Komaizumi,Izutsu,Miyagi,11.04.1893,180 cm 96 kg,2-2-1a
J6w,Inabadake,Hamakaze,Chiba,07.11.1889,173 cm 94 kg,5-1
J7e,Kotogaura,Hatachiyama,Toyama,11.02.1890,177 cm 105 kg,3-2
J7w,Chibagasaki,Hatachiyama,Chiba,10.04.1893,176 cm 120 kg,3-2
J8e,Shikokunada#,-,-,,,2-3
J8w,Ichiminato,Dewanoumi,Akita,01.08.1890,174 cm 92 kg,2-1-1d-1a
J9e,Kunimizaki,-,-,,,2-2-1d
J9w,Fujinokawa,Isenoumi,Niigata,10.04.1888,174 cm 94 kg,3-2
J10e,Kunigaiwa,Irumagawa,Tokushima,04.01.1875,165 cm 88 kg,3-2
J10w,Takasenbo#,-,-,,,2-3
J11e,Naruseyama,-,-,,,3-2
J11w,Kuroodoshi#,-,-,,,2-2-1d
J12e,Asashiyama,-,-,,,2-3
J12w,Yahatayama,-,-,,,3-2-1a
J13e,Fujigaya#,-,-,,,2-1-1d
J13w,Arakado,-,-,,,0-5
J14e,Tamayanagi,-,-,,,2-3
J14w,Ryusho#,Sakaigawa,Tokyo,,,2-3
J15e,Hiranoishi,Minezaki,Fukushima,20.12.1880,167 cm 94 kg,1-3-1a
J15w,Saganoumi,Dewanoumi,Fukuoka,04.02.1881,170 cm 90 kg,0-0
J1e,Inenoho,Takasago,Tochigi,14.03.1888,167 cm 96 kg,3-1-2d-2a
J1w,Fujinokawa,Isenoumi,Niigata,10.04.1888,174 cm 94 kg,4-3
J2e,Asamidori,Dewanoumi,Yamagata,04.02.1889,173 cm 86 kg,2-4-2d
J2w,Tamanogawa,Sadogatake,Tokyo,02.04.1885,164 cm 79 kg,2-3-1d
J3e,Inabadake,Hamakaze,Chiba,07.11.1889,173 cm 94 kg,0-4-1d-1a
J3w,Akiraka,Hakkaku,Kumamoto,17.02.1890,170 cm 97 kg,5-2-1a
J4e,Onosato,Dewanoumi,Aomori,01.04.1892,164 cm 97 kg,4-3
J4w,Oshio,Michinoku,Fukuoka,24.02.1893,182 cm 90 kg,4-1-1d-1a
J5e,Tsunenohana,Dewanoumi,Okayama,23.11.1896,178 cm 112 kg,7-2 Y
J5w,Namiizumi#,-,-,,,3-2
J6e,Onotaka,Furiwake,Aomori,10.08.1891,168 cm 88 kg,3-1-1a
J6w,Sotogahama,-,-,,,1-2-2a
J7e,Kiyosegawa,Tateyama,Akita,01.11.1893,174 cm 98 kg,4-1-1a
J7w,Tamayanagi,-,-,,,2-4
J8e,Hiodoshi,Hatachiyama,Chiba,25.07.1889,167 cm 109 kg,0-5
J8w,Onogasaki,Kumagatani,Aomori,01.01.1884,170 cm 86 kg,0-0
J9e,Omisaki,-,-,,,1-4
J9w,Hananoyama,-,-,,,3-3
J10e,Sakuragawa,Tatsutayama,Aomori,17.05.1886,167 cm 105 kg,0-0
J10w,Asashiyama,-,-,,,2-3
J11e,Aratama,-,-,,,3-3
J11w,Fukuyanagi,Dewanoumi,Fukuoka,05.03.1893,176 cm 105 kg,4-1
J12e,Misugiiso,Isenoumi,Hokkaido,26.11.1892,177 cm 101 kg,4-1
J12w,Kinokawa,Dewanoumi,Tokyo,,,2-2-1a
J13e,Chinzaiyama#,-,-,,,0-2-1a
J13w,Naruseyama,-,-,,,2-2-1d
J14e,Kunigaiwa,Irumagawa,Tokushima,04.01.1875,165 cm 88 kg,2-1
J14w,Kunimizaki,-,-,,,3-1-1d
J15e,Hayabusa,-,-,,,2-3
J15w,Onuma#,Oguruma,Tokyo,,,2-3
J1e,Wakashima,Tomozuna,Toyama,27.02.1888,166 cm 90 kg,3-6
J1w,Kotogaura,Hatachiyama,Toyama,11.02.1890,177 cm 105 kg,3-0-2d
J2e,Wakahitachi,Dewanoumi,Shimane,16.04.1896,173 cm 116 kg,4-3
J2w,Tamanogawa,Sadogatake,Tokyo,02.04.1885,164 cm 79 kg,3-6
J3e,Asamidori,Dewanoumi,Yamagata,04.02.1889,173 cm 86 kg,1-5-1d
J3w,Onishiyama,Dewanoumi,Ibaraki,25.03.1892,170 cm 92 kg,5-3
J4e,Onosato,Dewanoumi,Aomori,01.04.1892,164 cm 97 kg,6-1
J4w,Kinryu#,Ikazuchi,Tokyo,,,3-4
J5e,Shinonome,Ikazuchi,Tokushima,09.05.1886,173 cm 105 kg,4-3
J5w,Yahazuyama,Tomozuna,Kochi,27.12.1888,182 cm 113 kg,8-0 Y
J6e,Naruseyama,-,-,,,0-0
J6w,Ryugamine,-,-,,,2-3
J7e,Yaetaka#,-,-,,,2-3
J7w,Tomonoura,Dewanoumi,Okayama,16.03.1893,166 cm 90 kg,4-1-1d
J8e,Shiraiwa,Oguruma,Miyagi,21.03.1890,173 cm 90 kg,2-2-1a
J8w,Omisaki,-,-,,,3-1-1a
J9e,Nishikinada,Izutsu,Kagawa,19.09.1888,174 cm 112 kg,4-1
J9w,Hishuyama#,-,-,,,0-5
J10e,Ushuyama,-,-,,,1-4
J10w,Datenishiki,Minezaki,Tokyo,,,1-4
J11e,Oizumi,-,-,,,0-0
J11w,Tsurugahama,Araiso,Nara,19.07.1893,178 cm 105 kg,2-3
J12e,Kunigaiwa,Irumagawa,Tokushima,04.01.1875,165 cm 88 kg,1-3
J12w,Namiizumi#,-,-,,,2-3
J13e,Kunimizaki,-,-,,,1-3-1d
J13w,Takachiho,-,-,,,2-2-1a
J14e,Shingari,-,-,,,3-2
J14w,Kinokawa,Dewanoumi,Tokyo,,,2-1-2a
J15e,Tamayanagi,-,-,,,2-1
J15w,Hananoyama,-,-,,,2-2
J1e,Jinriki,-,-,,,1-8
J1w,Tachihikari,Takasago,Hokkaido,29.03.1897,170 cm 113 kg,3-3-1a
J2e,Nagatonada,-,-,,,2-5
J2w,Naranishiki,Minatogawa,Akita,10.03.1894,171 cm 86 kg,5-4
