Rank,Rikishi,Heya,Shusshin,Birth Date,Height/Weight,Result
S1w,Annenyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,2-13
K1e,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,7-8
K1w,Shinobuyama,Onogawa,Fukushima,21.03.1925,177 cm 109 kg,10-5 G
M1e,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,6-9
M1w,Kitanonada,Tatsunami,Hokkaido,01.02.1923,180 cm 120 kg,6-9
M2e,Kaizan,Nishonoseki,Saga,13.10.1928,181 cm 102 kg,3-12
M2w,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,6-9
M3e,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,4-11
M3w,Ohikari,Dewanoumi,Hokkaido,24.09.1927,181 cm 115 kg,9-6
M4e,Tokinishiki,Tokitsukaze,Fukuoka,13.02.1931,193 cm 117 kg,6-9
M4w,Ouchiyama,Tokitsukaze,Ibaraki,19.06.1926,202 cm 152 kg,4-11
M5e,Tokitsuyama,Tatsunami,Fukushima,10.03.1925,182 cm 137 kg,4-6-5
M5w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,9-6 S
M6e,Wakabayama,Tokitsukaze,Fukuoka,09.11.1922,173 cm 94 kg,3-12
M6w,Tamanoumi,Nishonoseki,Oita,02.01.1923,181 cm 120 kg,11-4
M7e,Shimizugawa,Oitekaze,Hyogo,13.08.1925,176 cm 115 kg,9-6
M7w,Mitsuneyama,Takashima,Tokyo,07.02.1922,176 cm 150 kg,10-5
M8e,Hajimayama,Dewanoumi,Gifu,23.04.1922,176 cm 120 kg,7-8
M8w,Futatsuryu,Tokitsukaze,Hokkaido,03.03.1930,185 cm 108 kg,9-6
M9e,Osegawa,Araiso,Aomori,01.02.1927,179 cm 115 kg,6-9
M9w,Wakanoumi,Hanakago,Akita,02.02.1931,169 cm 114 kg,6-9
M10e,Shimanishiki,Takasago,Osaka,26.09.1928,174 cm 135 kg,6-8-1d
M10w,Wakasegawa,Araiso,Hyogo,20.02.1920,176 cm 110 kg,7-8
M11e,Naruyama,Onogawa,Hyogo,27.11.1931,176 cm 110 kg,10-5
M11w,Shionishiki,Tokitsukaze,Kumamoto,25.09.1924,183 cm 110 kg,7-8
M12e,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,10-5
M12w,Narutoumi,Kasugano,Hyogo,01.01.1926,183 cm 90 kg,2-13
M13e,Izuminada,Tokitsukaze,Osaka,30.09.1928,176 cm 103 kg,7-8
M13w,Miyanishiki,Takasago,Iwate,30.05.1927,171 cm 119 kg,6-9
M14e,Maenoyama,Takasago,Ehime,02.07.1931,176 cm 102 kg,7-8
M14w,Koinose,Asahiyama,Ehime,21.01.1930,170 cm 105 kg,7-8
M15e,Oikawa,Takasago,Iwate,11.01.1936,176 cm 120 kg,5-10
M15w,Yoshinomine,Takashima,Aomori,07.07.1931,173 cm 96 kg,9-6
M16e,Atagoyama,Takasago,Ehime,11.01.1936,177 cm 117 kg,9-6
M16w,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,9-6
M17e,Hoshikabuto,Izutsu,Chiba,20.02.1926,171 cm 107 kg,11-4
M17w,Hanenishiki,Takashima,Hyogo,17.10.1935,180 cm 135 kg,8-7
M18e,Kuninobori,Takasago,Tokyo,18.04.1925,174 cm 126 kg,9-6
M18w,Tsunenishiki,Dewanoumi,Fukushima,31.05.1931,174 cm 108 kg,6-8-1d
M19e,Yasome,Kasugano,Tochigi,01.07.1929,172 cm 93 kg,5-10
M19w,Takanishiki,Takasago,Kumamoto,12.02.1934,168 cm 152 kg,7-8
M20e,Kiryugawa,Tokitsukaze,Aomori,02.12.1923,177 cm 73 kg,11-4
M20w,Fukunosato,Yoshibayama,Fukuoka,03.12.1923,176 cm 85 kg,7-8
M21e,Kiyoenami,Tatsunami,Ishikawa,24.06.1923,175 cm 118 kg,7-8
M21w,Hirosegawa,Araiso,Miyagi,28.02.1919,180 cm 105 kg,5-10
M22e,Otachi,Dewanoumi,Fukuoka,06.10.1923,194 cm 180 kg,2-6-7
M22w,Amatsunada,Nishonoseki,Saga,02.08.1932,183 cm 100 kg,8-7
Y1e,Tochinishiki,Kasugano,Tokyo,20.02.1925,177 cm 132 kg,14-1 D
Y1wYO,Asashio,Takasago,Hyogo,13.11.1929,189 cm 145 kg,10-5
Y2eHD,Wakanohana,Hanakago,Aomori,16.03.1928,179 cm 105 kg,14-1 Y
O1e,Kotogahama,Sadogatake,Kagawa,10.10.1927,177 cm 117 kg,8-7
S1e,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,7-8
S1w,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,10-5 K
K1e,Matsunobori,Oyama,Chiba,20.07.1924,172 cm 154 kg,6-9
K1w,Wakamaeda,Takasago,Aichi,24.11.1930,174 cm 129 kg,3-12
M1e,Kitanonada,Tatsunami,Hokkaido,01.02.1923,180 cm 120 kg,5-10
M1w,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,9-6 G
M2e,Shinobuyama,Onogawa,Fukushima,21.03.1925,177 cm 109 kg,7-8
M2w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,7-8
M3e,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,9-6
M3w,Wakanoumi,Hanakago,Akita,02.02.1931,169 cm 114 kg,5-10
M4e,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,5-10
M4w,Shionishiki,Tokitsukaze,Kumamoto,25.09.1924,183 cm 110 kg,9-6 S
M5e,Tamanoumi,Nishonoseki,Oita,02.01.1923,181 cm 120 kg,8-7
M5w,Tokitsuyama,Tatsunami,Fukushima,10.03.1925,182 cm 137 kg,8-7
M6e,Atagoyama,Takasago,Ehime,11.01.1936,177 cm 117 kg,4-11
M6w,Kiryugawa,Tokitsukaze,Aomori,02.12.1923,177 cm 73 kg,3-12
M7e,Ohikari,Dewanoumi,Hokkaido,24.09.1927,181 cm 115 kg,7-8
M7w,Kaizan,Nishonoseki,Saga,13.10.1928,181 cm 102 kg,7-8
M8e,Annenyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,10-5
M8w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,9-6
M9e,Wakamisugi,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,8-7
M9w,Mitsuneyama,Takashima,Tokyo,07.02.1922,176 cm 150 kg,7-8
M10e,Osegawa,Araiso,Aomori,01.02.1927,179 cm 115 kg,6-9
M10w,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,10-5
M11e,Kuninobori,Takasago,Tokyo,18.04.1925,174 cm 126 kg,5-8-2
M11w,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,8-7
M12e,Futatsuryu,Tokitsukaze,Hokkaido,03.03.1930,185 cm 108 kg,6-9
M12w,Izuminada,Tokitsukaze,Osaka,30.09.1928,176 cm 103 kg,9-6
M13e,Tamahibiki,Nishonoseki,Oita,03.10.1935,178 cm 98 kg,10-5
M13w,Oikawa,Takasago,Iwate,11.01.1936,176 cm 120 kg,5-6-4
M14e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,9-6
M14w,Wakabayama,Tokitsukaze,Fukuoka,09.11.1922,173 cm 94 kg,9-6
M15e,Shimanishiki,Takasago,Osaka,26.09.1928,174 cm 135 kg,2-13
M15w,Tokinishiki,Tokitsukaze,Fukuoka,13.02.1931,193 cm 117 kg,6-9
M16e,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,11-4
M16w,Naruyama,Onogawa,Hyogo,27.11.1931,176 cm 110 kg,10-5
M17e,Yasome,Kasugano,Tochigi,01.07.1929,172 cm 93 kg,3-12
M17w,Wakasugiyama,Tokitsukaze,Fukuoka,24.01.1933,177 cm 120 kg,7-8
M18e,Miyanishiki,Takasago,Iwate,30.05.1927,171 cm 119 kg,7-8
M18w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,9-6
M19e,Hajimayama,Dewanoumi,Gifu,23.04.1922,176 cm 120 kg,0-5-10
M19w,Fukudayama,Dewanoumi,Nagasaki,18.07.1931,181 cm 94 kg,10-5
M20e,Koinose,Asahiyama,Ehime,21.01.1930,170 cm 105 kg,6-9
M20w,Raikozan,Takashima,Hyogo,17.10.1935,180 cm 135 kg,5-10
Y1e,Wakanohana,Hanakago,Aomori,16.03.1928,179 cm 105 kg,13-2 J
Y1w,Tochinishiki,Kasugano,Tokyo,20.02.1925,177 cm 132 kg,0-3-12
Y2eHD,Asashio,Takasago,Hyogo,13.11.1929,189 cm 145 kg,10-5
O1e,Kotogahama,Sadogatake,Kagawa,10.10.1927,177 cm 117 kg,3-7-5
O1w,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,10-5
S1e,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,7-8
S1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,10-5 G
K1e,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,6-9
K1w,Kitanonada,Tatsunami,Hokkaido,01.02.1923,180 cm 120 kg,10-5
M1e,Ohikari,Dewanoumi,Hokkaido,24.09.1927,181 cm 115 kg,6-9
M1w,Annenyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,8-7
M2e,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,7-8
M2w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,5-10
M3e,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,6-9
M3w,Wakanoumi,Hanakago,Akita,02.02.1931,169 cm 114 kg,7-8
M4e,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,6-9
M4w,Wakamisugi,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,14-1 YS
M5e,Tokitsuyama,Tatsunami,Fukushima,10.03.1925,182 cm 137 kg,3-12
M5w,Wakamaeda,Takasago,Aichi,24.11.1930,174 cm 129 kg,5-7-3
M6e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 101 kg,11-4 K
M6w,Naruyama,Onogawa,Hyogo,27.11.1931,176 cm 110 kg,5-10
M7e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,4-11
M7w,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,9-6
M8e,Tamahibiki,Nishonoseki,Oita,03.10.1935,178 cm 98 kg,10-5
M8w,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,8-6-1
M9e,Shionishiki,Tokitsukaze,Kumamoto,25.09.1924,183 cm 110 kg,8-7
M9w,Kiyonomori,Araiso,Akita,08.04.1935,183 cm 92 kg,4-11
M10e,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,6-9
M10w,Wakanokuni,Hanakago,Gifu,04.04.1936,181 cm 125 kg,8-7
M11e,Kaizan,Nishonoseki,Saga,13.10.1928,181 cm 102 kg,7-8
M11w,Matsunobori,Oyama,Chiba,20.07.1924,172 cm 154 kg,7-8
M12e,Oikawa,Takasago,Iwate,11.01.1936,176 cm 120 kg,6-9
M12w,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,6-9
M13e,Atagoyama,Takasago,Ehime,11.01.1936,177 cm 117 kg,0-3-12
M13w,Tamanoumi,Nishonoseki,Oita,02.01.1923,181 cm 120 kg,10-5
M14e,Futatsuryu,Tokitsukaze,Hokkaido,03.03.1930,185 cm 108 kg,8-7
M14w,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,13-2 J
M15e,Hoshikabuto,Izutsu,Chiba,20.02.1926,171 cm 107 kg,5-10
M15w,Fukudayama,Dewanoumi,Nagasaki,18.07.1931,181 cm 94 kg,9-4-2
M16e,Hanenishiki,Takashima,Hyogo,17.10.1935,180 cm 135 kg,6-9
M16w,Shinobuyama,Onogawa,Fukushima,21.03.1925,177 cm 109 kg,5-10
M17e,Hanada,Kasugano,Aomori,13.03.1938,177 cm 110 kg,5-10
M17w,Oiteyama,Oitekaze,Aomori,16.06.1938,181 cm 131 kg,8-7
Y1e,Asashio,Takasago,Hyogo,13.11.1929,189 cm 145 kg,0-4-11
Y1w,Wakanohana,Hanakago,Aomori,16.03.1928,179 cm 105 kg,10-5
O1e,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,10-5
O1w,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 123 kg,11-4 J
O2eHD,Kotogahama,Sadogatake,Kagawa,10.10.1927,177 cm 117 kg,5-10
O2wHD,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,8-7
S1e,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,11-4 JS
S1w,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,8-7
S2eHD,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,5-10
K1e,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,7-8
K1w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,3-12
K2wHD,Wakamisugi,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,7-8
M1e,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,9-6
M1w,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,8-7
M2e,Ohikari,Dewanoumi,Hokkaido,24.09.1927,181 cm 115 kg,6-9
M2w,Annenyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,10-5
M3e,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,7-8
M3w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,6-9
M4e,Wakamaeda,Takasago,Aichi,24.11.1930,174 cm 129 kg,5-10
M4w,Kitanonada,Tatsunami,Hokkaido,01.02.1923,180 cm 120 kg,7-8
M5e,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,10-5 G
M5w,Tsunenishiki,Dewanoumi,Fukushima,31.05.1931,174 cm 108 kg,8-7
M6e,Fukudayama,Dewanoumi,Nagasaki,18.07.1931,181 cm 94 kg,8-7
M6w,Hagurohana,Tatsunami,Hokkaido,28.03.1936,181 cm 125 kg,11-4 J
M7e,Shionishiki,Tokitsukaze,Kumamoto,25.09.1924,183 cm 110 kg,4-11
M7w,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,6-9
M8e,Kaizan,Nishonoseki,Saga,13.10.1928,181 cm 102 kg,6-9
M8w,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,8-7
M9e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,7-8
M9w,Matsunobori,Oyama,Chiba,20.07.1924,172 cm 154 kg,8-7
M10e,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,10-5
M10w,Wakasugiyama,Tokitsukaze,Fukuoka,24.01.1933,177 cm 120 kg,5-10
M11e,Tamahibiki,Nishonoseki,Oita,03.10.1935,178 cm 98 kg,6-9
M11w,Wakanokuni,Hanakago,Gifu,04.04.1936,181 cm 125 kg,8-7
M12e,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,9-6
M12w,Wakanoumi,Hanakago,Akita,02.02.1931,169 cm 114 kg,9-6
M13e,Yoshinomine,Takashima,Aomori,07.07.1931,173 cm 96 kg,8-7
M13w,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,12-3 YK
M14e,Shinoburyu,Onogawa,Ibaraki,28.06.1940,172 cm 120 kg,6-9
M14w,Arakiyama,Tokitsukaze,Gifu,05.01.1940,177 cm 142 kg,3-12
M15e,Hanenishiki,Tomozuna,Hyogo,17.10.1935,180 cm 135 kg,5-10
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,11-4
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,11-4
Y2eHD,Wakanohana,Hanakago,Aomori,16.03.1928,179 cm 105 kg,0-0-15
O1e,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,9-6
O1w,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,13-2 J
O2wHD,Kotogahama,Sadogatake,Kagawa,10.10.1927,177 cm 117 kg,0-0-15
S1e,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,8-7
S1w,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,14-1 YGK
S2eHD,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,5-8-2
S2wHD,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,13-2 JS
K1e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,5-10
K1w,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,7-8
K2eHD,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,4-11
K2wHD,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,7-8
M1e,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,5-10
M1w,Wakamisugi,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,6-9
M2e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,6-9
M2w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,6-9
M3e,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,10-5
M3w,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,8-7
