Rank,Rikishi,Heya,Shusshin,Birth Date,Height/Weight,Result
K1w,Tamanoumi,Nishonoseki,Oita,02.01.1923,181 cm 120 kg,6-9
M1e,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,9-6
M1w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,1-6-8
M2e,Mitsuneyama,Takashima,Tokyo,07.02.1922,176 cm 150 kg,7-8
M2w,Shimizugawa,Oitekaze,Hyogo,13.08.1925,176 cm 115 kg,3-12
M3e,Futatsuryu,Tokitsukaze,Hokkaido,03.03.1930,185 cm 108 kg,5-10
M3w,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,8-7
M4e,Kitanonada,Tatsunami,Hokkaido,01.02.1923,180 cm 120 kg,6-9
M4w,Annenyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,11-4 S
M5e,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,8-7
M5w,Naruyama,Onogawa,Hyogo,27.11.1931,176 cm 110 kg,8-7 G
M6e,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,6-9
M6w,Tokinishiki,Tokitsukaze,Fukuoka,13.02.1931,193 cm 117 kg,7-8
M7e,Hoshikabuto,Izutsu,Chiba,20.02.1926,171 cm 107 kg,6-9
M7w,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,8-7
M8e,Kaizan,Nishonoseki,Saga,13.10.1928,181 cm 102 kg,9-6
M8w,Ouchiyama,Tokitsukaze,Ibaraki,19.06.1926,202 cm 152 kg,8-7
M9e,Hajimayama,Dewanoumi,Gifu,23.04.1922,176 cm 120 kg,9-6
M9w,Yoshinomine,Takashima,Aomori,07.07.1931,173 cm 96 kg,8-7
M10e,Tokitsuyama,Tatsunami,Fukushima,10.03.1925,182 cm 137 kg,10-5
M10w,Atagoyama,Takasago,Ehime,11.01.1936,177 cm 117 kg,3-12
M11e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,6-9
M11w,Wakasegawa,Araiso,Hyogo,20.02.1920,176 cm 110 kg,8-7
M12e,Shionishiki,Tokitsukaze,Kumamoto,25.09.1924,183 cm 110 kg,10-5
M12w,Kiryugawa,Tokitsukaze,Aomori,02.12.1923,177 cm 73 kg,6-9
M13e,Shimanishiki,Takasago,Osaka,26.09.1928,174 cm 135 kg,7-8
M13w,Osegawa,Araiso,Aomori,01.02.1927,179 cm 115 kg,9-6
M14e,Izuminada,Tokitsukaze,Osaka,30.09.1928,176 cm 103 kg,10-5
M14w,Wakanoumi,Hanakago,Akita,02.02.1931,169 cm 114 kg,10-5
M15e,Wakabayama,Tokitsukaze,Fukuoka,09.11.1922,173 cm 94 kg,9-6
M15w,Maenoyama,Takasago,Ehime,02.07.1931,176 cm 102 kg,6-9
M16e,Koinose,Asahiyama,Ehime,21.01.1930,170 cm 105 kg,5-10
M16w,Kuninobori,Takasago,Tokyo,18.04.1925,174 cm 126 kg,6-9
M17e,Hanenishiki,Takashima,Hyogo,17.10.1935,180 cm 135 kg,8-7
M17w,Miyanishiki,Takasago,Iwate,30.05.1927,171 cm 119 kg,8-7
M18e,Maegashio,Takasago,Gifu,12.03.1931,175 cm 88 kg,2-13
M18w,Amatsunada,Nishonoseki,Saga,02.08.1932,183 cm 100 kg,7-8
M19e,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,11-4
M19w,Oikawa,Takasago,Iwate,11.01.1936,176 cm 120 kg,8-7
M20e,Takanishiki,Takasago,Kumamoto,12.02.1934,168 cm 152 kg,5-10
M20w,Tsunenishiki,Dewanoumi,Fukushima,31.05.1931,174 cm 108 kg,7-8
M21e,Fukunosato,Yoshibayama,Fukuoka,03.12.1923,176 cm 85 kg,4-11
M21w,Narutoumi,Kasugano,Hyogo,01.01.1926,183 cm 90 kg,10-5
M22e,Kiyoenami,Tatsunami,Ishikawa,24.06.1923,175 cm 118 kg,8-7
M22w,Fukunoumi,Asahiyama,Fukui,28.04.1930,175 cm 108 kg,6-9
Y1e,Tochinishiki,Kasugano,Tokyo,20.02.1925,177 cm 132 kg,15-0 Y
Y1wYO,Wakanohana,Hanakago,Aomori,16.03.1928,179 cm 105 kg,11-4
Y2eHD,Asashio,Takasago,Hyogo,13.11.1929,189 cm 145 kg,0-0-15
O1e,Kotogahama,Sadogatake,Kagawa,10.10.1927,177 cm 117 kg,12-3 J
S1e,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,10-5
S1w,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,9-6
K1e,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,8-7
K1w,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,11-4
K2wHD,Shionishiki,Tokitsukaze,Kumamoto,25.09.1924,183 cm 110 kg,3-12
M1e,Matsunobori,Oyama,Chiba,20.07.1924,172 cm 154 kg,5-10
M1w,Annenyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,9-6
M2e,Tamanoumi,Nishonoseki,Oita,02.01.1923,181 cm 120 kg,4-11
M2w,Tokitsuyama,Tatsunami,Fukushima,10.03.1925,182 cm 137 kg,2-13
M3e,Shinobuyama,Onogawa,Fukushima,21.03.1925,177 cm 109 kg,4-11
M3w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,9-6 G
M4e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,5-10
M4w,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,9-6 S
M5e,Kitanonada,Tatsunami,Hokkaido,01.02.1923,180 cm 120 kg,7-8
M5w,Wakamaeda,Takasago,Aichi,24.11.1930,174 cm 129 kg,5-10
M6e,Tamahibiki,Nishonoseki,Oita,03.10.1935,178 cm 98 kg,9-6
M6w,Izuminada,Tokitsukaze,Osaka,30.09.1928,176 cm 103 kg,7-8
M7e,Wakanoumi,Hanakago,Akita,02.02.1931,169 cm 114 kg,6-9
M7w,Wakamisugi,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,8-7
M8e,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,9-6
M8w,Ohikari,Dewanoumi,Hokkaido,24.09.1927,181 cm 115 kg,6-9
M9e,Kaizan,Nishonoseki,Saga,13.10.1928,181 cm 102 kg,6-9
M9w,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,10-5
M10e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,9-6
M10w,Mitsuneyama,Takashima,Tokyo,07.02.1922,176 cm 150 kg,8-7
M11e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,7-8
M11w,Wakabayama,Tokitsukaze,Fukuoka,09.11.1922,173 cm 94 kg,5-10
M12e,Naruyama,Onogawa,Hyogo,27.11.1931,176 cm 110 kg,10-5
M12w,Atagoyama,Takasago,Ehime,11.01.1936,177 cm 117 kg,4-1-10
M13e,Fukudayama,Dewanoumi,Nagasaki,18.07.1931,181 cm 94 kg,5-10
M13w,Kiryugawa,Tokitsukaze,Aomori,02.12.1923,177 cm 73 kg,6-9
M14e,Osegawa,Araiso,Aomori,01.02.1927,179 cm 115 kg,1-9-5
M14w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,12-3 JK
M15e,Futatsuryu,Tokitsukaze,Hokkaido,03.03.1930,185 cm 108 kg,7-8
M15w,Kuninobori,Takasago,Tokyo,18.04.1925,174 cm 126 kg,3-12
M16e,Takanishiki,Takasago,Kumamoto,12.02.1934,168 cm 152 kg,6-9
M16w,Oikawa,Takasago,Iwate,11.01.1936,176 cm 120 kg,8-7
M17e,Narutoumi,Kasugano,Hyogo,01.01.1926,183 cm 90 kg,8-7
M17w,Tokinishiki,Tokitsukaze,Fukuoka,13.02.1931,193 cm 117 kg,7-8
M18e,Wakasugiyama,Tokitsukaze,Fukuoka,24.01.1933,177 cm 120 kg,10-5
M18w,Myobudani,Yoshibayama,Hokkaido,29.04.1937,189 cm 113 kg,7-8
M19e,Miyanishiki,Takasago,Iwate,30.05.1927,171 cm 119 kg,5-10
M19w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,10-5
Y1e,Wakanohana,Hanakago,Aomori,16.03.1928,179 cm 105 kg,13-2 Y
Y1w,Asashio,Takasago,Hyogo,13.11.1929,189 cm 145 kg,9-6
O1e,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,7-8
O1w,Kotogahama,Sadogatake,Kagawa,10.10.1927,177 cm 117 kg,10-5
S1e,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,11-4 GS
S1w,Kitanonada,Tatsunami,Hokkaido,01.02.1923,180 cm 120 kg,7-8
S2eHD,Wakamisugi,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,7-8
K1e,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,11-4
K1w,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 121 kg,11-4
M1e,Annenyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,10-5
M1w,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,7-8
M2e,Tamahibiki,Nishonoseki,Oita,03.10.1935,178 cm 98 kg,5-10
M2w,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,9-6
M3e,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,6-9
M3w,Ohikari,Dewanoumi,Hokkaido,24.09.1927,181 cm 115 kg,5-10
M4e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,8-7
M4w,Wakanoumi,Hanakago,Akita,02.02.1931,169 cm 114 kg,7-8
M5e,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,7-8
M5w,Tamanoumi,Nishonoseki,Oita,02.01.1923,181 cm 120 kg,4-11
M6e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,8-7
M6w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,5-10
M7e,Shionishiki,Tokitsukaze,Kumamoto,25.09.1924,183 cm 110 kg,7-8
M7w,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,12-3 JK
M8e,Wakanokuni,Hanakago,Gifu,04.04.1936,181 cm 125 kg,4-11
M8w,Fukudayama,Dewanoumi,Nagasaki,18.07.1931,181 cm 94 kg,5-10
M9e,Futatsuryu,Tokitsukaze,Hokkaido,03.03.1930,185 cm 108 kg,5-10
M9w,Wakamaeda,Takasago,Aichi,24.11.1930,174 cm 129 kg,7-8
M10e,Naruyama,Onogawa,Hyogo,27.11.1931,176 cm 110 kg,6-9
M10w,Tokitsuyama,Tatsunami,Fukushima,10.03.1925,182 cm 137 kg,9-6
M11e,Kaizan,Nishonoseki,Saga,13.10.1928,181 cm 102 kg,8-7
M11w,Matsunobori,Oyama,Chiba,20.07.1924,172 cm 154 kg,8-7
M12e,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,6-9
M12w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,7-8
M13e,Oiteyama,Oitekaze,Aomori,16.06.1938,181 cm 131 kg,3-12
M13w,Yoshinomine,Takashima,Aomori,07.07.1931,173 cm 96 kg,7-8
M14e,Wakasugiyama,Tokitsukaze,Fukuoka,24.01.1933,177 cm 120 kg,8-7
M14w,Kiyonomori,Araiso,Akita,08.04.1935,183 cm 92 kg,8-7
M15e,Oikawa,Takasago,Iwate,11.01.1936,176 cm 120 kg,8-7
M15w,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,8-7
M16e,Izuminada,Tokitsukaze,Osaka,30.09.1928,176 cm 103 kg,5-10
M16w,Kairyuyama,Araiso,Akita,28.08.1939,179 cm 116 kg,8-7
Y1e,Wakanohana,Hanakago,Aomori,16.03.1928,179 cm 105 kg,3-4-8
Y1w,Asashio,Takasago,Hyogo,13.11.1929,189 cm 145 kg,12-3 J
O1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 123 kg,13-2 Y
O1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,11-4
O2eHD,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,8-7
O2wHD,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,5-10
O3eHD,Kotogahama,Sadogatake,Kagawa,10.10.1927,177 cm 117 kg,0-5-10
S1e,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,7-8
S1w,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,7-8
S2wHD,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,7-8
K1e,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,11-4 G
K1w,Hagurohana,Tatsunami,Hokkaido,28.03.1936,181 cm 125 kg,9-6
K2eHD,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,10-5 K
M1e,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,9-6
M1w,Wakamisugi,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,5-10
M2e,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,11-4 S
M2w,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,4-11
M3e,Tsunenishiki,Dewanoumi,Fukushima,31.05.1931,174 cm 108 kg,3-12
M3w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,8-7
M4e,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,3-4-8
M4w,Fukudayama,Dewanoumi,Nagasaki,18.07.1931,181 cm 94 kg,3-12
M5e,Kitanonada,Tatsunami,Hokkaido,01.02.1923,180 cm 120 kg,1-11-3
M5w,Ohikari,Dewanoumi,Hokkaido,24.09.1927,181 cm 115 kg,9-6
M6e,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,9-6
M6w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,9-6
M7e,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,9-4-2
M7w,Matsunobori,Oyama,Chiba,20.07.1924,172 cm 154 kg,7-8
M8e,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,7-8
M8w,Wakanoumi,Hanakago,Akita,02.02.1931,169 cm 114 kg,8-7
M9e,Wakamaeda,Takasago,Aichi,24.11.1930,174 cm 129 kg,10-5
M9w,Wakanokuni,Hanakago,Gifu,04.04.1936,181 cm 125 kg,6-9
M10e,Kiyonomori,Isegahama,Akita,08.04.1935,183 cm 92 kg,6-9
M10w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,9-6
M11e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,9-6
M11w,Kaizan,Nishonoseki,Saga,13.10.1928,181 cm 102 kg,2-13
M12e,Yoshinomine,Takashima,Aomori,07.07.1931,173 cm 96 kg,0-0-15
M12w,Kiminishiki,Tatsunami,Chiba,06.07.1937,177 cm 125 kg,7-8
M13e,Ichinoya,Kasugano,Aomori,30.06.1937,173 cm 86 kg,8-7
M13w,Shionishiki,Tokitsukaze,Kumamoto,25.09.1924,183 cm 110 kg,4-11
M14e,Shinkawa,Nishonoseki,Oita,03.10.1935,178 cm 98 kg,6-9
M14w,Wakasugiyama,Tokitsukaze,Fukuoka,24.01.1933,177 cm 120 kg,6-9
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,14-1 Y
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,11-4 J
O1e,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,9-6
O1w,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,9-6
O2eHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,9-6
O2wHD,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,11-4 J
O3eHD,Kotogahama,Sadogatake,Kagawa,10.10.1927,177 cm 117 kg,10-5
S1e,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,3-6-6
S1w,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,6-9
K1e,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,6-9
K1w,Hagurohana,Tatsunami,Hokkaido,28.03.1936,181 cm 125 kg,5-10
M1e,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,9-6 S
M1w,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,7-8
M2e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,6-9
M2w,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,2-7-6
M3e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,2-13
M3w,Wakamisugi,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,6-9
M4e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,9-6
M4w,Kainoyama,Onogawa,Ibaraki,28.06.1940,172 cm 120 kg,1-5-9
M5e,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,3-12
M5w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,7-8
M6e,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,10-5
M6w,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,9-6
M7e,Ohikari,Dewanoumi,Hokkaido,24.09.1927,181 cm 115 kg,10-5
M7w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,11-4 JG
M8e,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,6-9
M8w,Oiteyama,Oitekaze,Aomori,16.06.1938,181 cm 131 kg,8-7
M9e,Wakamaeda,Takasago,Aichi,24.11.1930,174 cm 129 kg,5-10
M9w,Kiminishiki,Tatsunami,Chiba,06.07.1937,177 cm 125 kg,5-10
M10e,Amatsukaze,Tokitsukaze,Ishikawa,01.12.1937,179 cm 124 kg,10-5
M10w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,9-6
M11e,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,8-7
M11w,Kurikeyama,Sanoyama,Hokkaido,15.02.1938,175 cm 88 kg,5-10
M12e,Asanoumi,Takasago,Kagoshima,22.11.1936,172 cm 94 kg,7-8
M12w,Wakanoumi,Hanakago,Akita,02.02.1931,169 cm 114 kg,8-7
M13e,Tamaarashi,Kataonami,Hokkaido,01.08.1941,173 cm 116 kg,8-7
M13w,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,10-5 K
M14e,Arakiyama,Tokitsukaze,Gifu,05.01.1940,177 cm 142 kg,0-0-15
M14w,Okanoyama,Tokitsukaze,Okayama,03.11.1935,185 cm 112 kg,3-12
M15e,Hoshikabuto,Izutsu,Chiba,20.02.1926,171 cm 107 kg,8-7
M15w,Ichinoya,Kasugano,Aomori,30.06.1937,173 cm 86 kg,5-10
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,12-3
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,0-0-15
O1e,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,10-5
O1w,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,13-2 D
O2eHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,8-7
O2wHD,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,12-3
O3eHD,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,13-2 Y
S1e,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,9-6
S1w,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,8-7
K1e,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,8-7
K1w,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,4-11
M1e,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,2-13
M1w,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,6-9
M2e,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,4-11
M2w,Kainoyama,Onogawa,Ibaraki,28.06.1940,172 cm 120 kg,6-9
M3e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,5-10
M3w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,9-6 S
M4e,Tamaarashi,Kataonami,Hokkaido,01.08.1941,173 cm 116 kg,6-9
M4w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,7-8
M5e,Amatsukaze,Tokitsukaze,Ishikawa,01.12.1937,179 cm 124 kg,4-11
M5w,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,3-12
M6e,Sakahoko,Izutsu,Kagoshima,07.06.1942,176 cm 90 kg,6-9
M6w,Hagurohana,Tatsunami,Hokkaido,28.03.1936,181 cm 125 kg,8-7
M7e,Kiminishiki,Tatsunami,Chiba,06.07.1937,177 cm 125 kg,3-7-5
M7w,Tsunenishiki,Dewanoumi,Fukushima,31.05.1931,174 cm 108 kg,6-9
M8e,Wakanokuni,Hanakago,Gifu,04.04.1936,181 cm 125 kg,5-10
M8w,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,10-5
M9e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,10-5 K
M9w,Ohikari,Dewanoumi,Hokkaido,24.09.1927,181 cm 115 kg,7-8
M10e,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,6-9
M10w,Wakanoumi,Hanakago,Akita,02.02.1931,169 cm 114 kg,9-6
M11e,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,8-7
M11w,Yoshibanada,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,9-6
M12e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,10-5
M12w,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,11-4
M13e,Wakamaeda,Takasago,Aichi,24.11.1930,174 cm 129 kg,8-7
M13w,Kiyosegawa,Isegahama,Akita,08.04.1935,183 cm 92 kg,5-10
M14e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,7-8
M14w,Daiyu,Izutsu,Kagoshima,27.05.1940,176 cm 118 kg,4-11
